id,mass,radius,theta,theta_dot,x,y,vx,vy
1,1.0000000000,0.1000000000,4.7089834425,-0.1820998534,-0.0068110626,-0.9999942012,-0.3641975949,0.0006201467
2,1.0000000000,0.1000000000,1.5879185363,-0.3438952538,-0.0342427458,0.9998534186,0.6876896903,0.0058879589
3,1.0000000000,0.1000000000,2.0862286249,-0.3836242025,-0.9858220578,0.8700797191,0.6675672768,0.1890926004
4,1.0000000000,0.1000000000,3.9174968275,-0.9750866216,-1.4275761541,-0.7003617501,-1.3658267456,0.6960052046
5,1.0000000000,0.1000000000,4.5591672930,-0.9046059470,-0.3052457255,-0.9882845045,-1.7880160801,0.1380635493
6,1.0000000000,0.1000000000,5.3775511357,1.6893965753,1.2343734547,-0.7868167154,2.6584909286,1.0426731435
7,1.0000000000,0.1000000000,4.0522418522,-0.6504523010,-1.2264661509,-0.7899020162,-1.0275871680,0.3988788650
8,1.0000000000,0.1000000000,1.0127067092,-1.1778113986,1.0591332967,0.8482683331,1.9982002236,-0.6237296348
9,1.0000000000,0.1000000000,6.0011920251,1.5123942559,1.9210053494,-0.2782707529,0.8417101765,1.4526587280
10,1.0000000000,0.1000000000,1.8253746256,1.8687467420,-0.5036746429,0.9677695818,-3.6170325061,-0.4706201740
11,1.0000000000,0.1000000000,6.2158905527,-1.7970943863,1.9954731248,-0.0672439743,-0.2416875374,-1.7930267753
12,1.0000000000,0.1000000000,3.7774650143,-0.6764645273,-1.6091078509,-0.5938796015,-0.8034769677,0.5442521909
13,1.0000000000,0.1000000000,1.3506009425,-1.7018557616,0.4368405880,0.9758547921,3.3215282007,-0.3717198358
14,1.0000000000,0.1000000000,3.0730508756,-0.6092715718,-1.9953038636,0.0684881227,0.0834557323,0.6078409606
15,1.0000000000,0.1000000000,2.5347707880,2.2776864763,-1.6429290502,0.5702596198,-2.5977452480,-1.8710386395
16,1.0000000000,0.1000000000,1.6997185022,0.4140377012,-0.2571306756,0.9917010406,-0.8212032383,-0.0532308969
17,1.0000000000,0.1000000000,5.5374013450,1.3948221412,1.4691123446,-0.6785478832,1.8929072226,1.0245752131
18,1.0000000000,0.1000000000,3.3724965707,0.6987263453,-1.9469198490,-0.2288575440,0.3198175906,-0.6801820953
19,1.0000000000,0.1000000000,1.2469632322,-0.3752290254,0.6364054999,0.9480226843,0.7114512558,-0.1193989077
20,1.0000000000,0.1000000000,5.2532782287,0.5406780088,1.0297970086,-0.8572511477,0.9269936871,0.2783942980
21,1.0000000000,0.1000000000,0.7977021289,-1.6594819777,1.3967065206,0.7157532562,2.3755592584,-1.1589046496
22,1.0000000000,0.1000000000,3.5522046611,0.3019109340,-1.8337533983,-0.3991705381,0.2410279000,-0.2768151006
23,1.0000000000,0.1000000000,1.1233399135,1.1393405069,0.8653475284,0.9015505608,-2.0543461459,0.4929627458
24,1.0000000000,0.1000000000,0.3618148697,-1.0207264792,1.8705119018,0.3539721829,0.7226175600,-0.9546405139
25,1.0000000000,0.1000000000,1.4605275051,1.4286306320,0.2200909877,0.9939265513,-2.8399078342,0.1572143634
26,1.0000000000,0.1000000000,2.6935279373,2.5414500690,-1.8025743946,0.4332221001,-2.2020246723,-2.2905764098
27,1.0000000000,0.1000000000,4.8785273056,-0.1399324757,0.3307501785,-0.9862307437,-0.2760114192,-0.0231413457
28,1.0000000000,0.1000000000,5.7021167209,-1.4806161167,1.6717531232,-0.5489174562,-1.6254720649,-1.2376123087
29,1.0000000000,0.1000000000,4.2032147707,1.1387044969,-0.9749127532,-0.8731473421,1.9885136097,-0.5550687681
30,1.0000000000,0.1000000000,2.2524896213,1.4767958369,-1.2602175630,0.7765068728,-2.2934842341,-0.9305420253
