time,total_energy,angular_momentum
4.7900041886,3.015695593874822e+01,2.151023167913352e+00
4.8000041886,3.015694644850648e+01,2.090817964060426e+00
4.8100041886,3.015693722892425e+01,2.035030444074359e+00
4.8200037532,3.015692844356957e+01,1.940905226809315e+00
4.8300037532,3.015692022919808e+01,1.890987071799531e+00
4.8400037532,3.015691269882127e+01,1.845107419475329e+00
4.8500038140,3.015690621809629e+01,1.347554200786671e+00
4.8600038140,3.015690063585767e+01,1.309764048721505e+00
4.8700013408,3.015689654438818e+01,1.282040840394795e+00
4.8800013408,3.015689668427321e+01,1.267190152249964e+00
4.8900087603,3.015689720096592e+01,1.328241854653581e+00
4.9000087603,3.015689804747404e+01,1.315862766384509e+00
4.9100087603,3.015689918135837e+01,1.303160695046549e+00
4.9200087603,3.015690056500047e+01,1.289979050996954e+00
4.9300087603,3.015690216494844e+01,1.276184158813915e+00
4.9400087603,3.015690395157272e+01,1.261662509405526e+00
4.9500087603,3.015690589868511e+01,1.246318276904951e+00
4.9600087603,3.015690798315054e+01,1.230071123418223e+00
4.9700087603,3.015691018450720e+01,1.212854294273472e+00
4.9800088541,3.015691239570180e+01,6.210271200241322e-01
4.9900088541,3.015691463987678e+01,5.983822337523411e-01
5.0000083754,3.015691663306556e+01,-4.610532739193375e-01
5.0100083754,3.015691837211841e+01,-4.892275043049469e-01
5.0200083754,3.015692000806726e+01,-5.179713060122829e-01
5.0300046419,3.015692150037386e+01,-7.635349259720113e-01
5.0400046419,3.015692297049467e+01,-8.011867200481125e-01
5.0500095332,3.015692420851193e+01,-8.128030829398813e-01
5.0600095332,3.015692518190957e+01,-8.429531099054710e-01
5.0700095332,3.015692584731336e+01,-8.728494355081876e-01
5.0800095332,3.015692616051671e+01,-9.022136148413707e-01
5.0900095332,3.015692607351570e+01,-9.307261246655257e-01
5.1000000297,3.015692554181213e+01,-8.377426074282134e-01
5.1100000297,3.015692450988199e+01,-8.547270003635984e-01
5.1200000297,3.015692291960927e+01,-8.695813398377428e-01
5.1300000297,3.015692071955917e+01,-8.817992993091835e-01
5.1400000297,3.015691786419919e+01,-8.908319480780259e-01
5.1500000297,3.015691431841434e+01,-8.960948251832231e-01
5.1600000297,3.015691006277294e+01,-8.969790974676667e-01
5.1700000297,3.015690509910534e+01,-8.928671968787109e-01
5.1800001797,3.015689945433736e+01,-9.915571679233616e-01
5.1900053230,3.015689309914154e+01,-9.568003693552630e-01
5.2000053704,3.015688706784120e+01,-8.190792521624228e-01
5.2100053704,3.015688158624677e+01,-7.443135753723471e-01
5.2200078872,3.015687670916962e+01,-7.654532041366602e-01
5.2300078872,3.015687244903902e+01,-6.812584839502879e-01
5.2400078872,3.015686879020660e+01,-5.923923225530655e-01
5.2500094113,3.015686569946651e+01,-6.178514959369784e-01
5.2600023584,3.015686312892562e+01,-7.123184418583021e-01
5.2700023584,3.015686101934068e+01,-6.110747378169867e-01
5.2800080642,3.015685917156132e+01,-4.697899070522780e-02
5.2900088085,3.015685868882755e+01,2.430123168197177e+00
5.3000030189,3.015685733337474e+01,2.977216731868565e+00
5.3100012943,3.015685184738596e+01,3.580081594117853e+00
5.3200012943,3.015684382331970e+01,3.680121103503595e+00
5.3300012943,3.015683422386413e+01,3.774541751631281e+00
5.3400004490,3.015681774827760e+01,4.129918401371564e+00
5.3500000400,3.015680107298018e+01,4.303557785697762e+00
5.3600001817,3.015678892302732e+01,4.218198908288603e+00
5.3700020689,3.015677855395859e+01,4.455535182499523e+00
5.3800020689,3.015676989088569e+01,4.429508773020528e+00
5.3900098259,3.015676258259352e+01,4.406844619294296e+00
5.4000019171,3.015675703104745e+01,5.341253977348861e+00
5.4100019171,3.015675318505136e+01,5.296503506891990e+00
5.4200019171,3.015675018848215e+01,5.246087383017173e+00
5.4300019171,3.015674793462894e+01,5.190536948330560e+00
5.4400012505,3.015674632618456e+01,5.338544187077937e+00
5.4500012505,3.015674527910017e+01,5.268312284478760e+00
5.4600012505,3.015674472203516e+01,5.194216322356273e+00
5.4700012505,3.015674459122535e+01,5.116569005642139e+00
5.4800027548,3.015674482914304e+01,5.127880348190857e+00
5.4900027548,3.015674538662522e+01,5.037777908095035e+00
5.5000038389,3.015674622611435e+01,4.083130098615100e+00
5.5100086907,3.015674772839058e+01,3.889274043582549e+00
5.5200086907,3.015674931628254e+01,3.786474871431254e+00
5.5300038248,3.015675100169725e+01,3.834473268042511e+00
5.5400088357,3.015675273280819e+01,3.673730204455389e+00
5.5500088357,3.015675448862516e+01,3.558340164777321e+00
5.5600052742,3.015675624863168e+01,3.675939117187078e+00
5.5700052742,3.015675799519059e+01,3.560560527741287e+00
5.5800008492,3.015675877268635e+01,3.070204594160627e+00
5.5900017305,3.015675926870128e+01,2.019809933335804e+00
5.6000017305,3.015675948986608e+01,1.911270019732425e+00
5.6100017305,3.015675940814691e+01,1.803580999859919e+00
5.6200013897,3.015675900283816e+01,1.878305431389689e+00
5.6300020915,3.015675825719168e+01,1.615990708097198e+00
5.6400090815,3.015675600128550e+01,1.332317587689809e+00
5.6500090815,3.015675326505770e+01,1.266433802538043e+00
5.6600090815,3.015675064338837e+01,1.204289599586169e+00
5.6700017998,3.015674819751009e+01,1.413920494867720e+00
5.6800005351,3.015674569352369e+01,9.913157392550768e-01
5.6900059762,3.015674334815442e+01,8.360555569958155e-01
5.7000023314,3.015674121889809e+01,1.811845240613755e-01
5.7100023314,3.015673929631442e+01,1.172723459535577e-01
5.7200023314,3.015673757376488e+01,5.615522994518238e-02
5.7300023314,3.015673602729547e+01,-2.374335592999547e-03
5.7400023314,3.015673462206342e+01,-5.850006141828153e-02
5.7500038789,3.015673147135723e+01,-7.041798090927998e-01
5.7600038789,3.015672733360555e+01,-7.490292756530094e-01
5.7700038789,3.015672284006020e+01,-7.891440802107667e-01
5.7800038789,3.015671792515272e+01,-8.242509536293007e-01
5.7900038789,3.015671253532918e+01,-8.540251728431505e-01
5.8000013341,3.015670649739938e+01,-1.651515892368133e+00
5.8100013341,3.015669983962214e+01,-1.677957822872169e+00
5.8200067469,3.015669346750287e+01,-1.185433846852272e+00
5.8300067469,3.015668651880690e+01,-1.199873440629224e+00
5.8400067469,3.015667908264634e+01,-1.207577331632675e+00
5.8500030715,3.015667125372754e+01,-1.564246700407089e+00
5.8600078639,3.015666303817234e+01,-1.698537820559282e+00
5.8700017121,3.015665473603415e+01,-1.615496120868440e+00
5.8800017121,3.015664648031128e+01,-1.589573767723644e+00
5.8900017121,3.015663841474980e+01,-1.556337682195875e+00
5.9000017121,3.015663065089428e+01,-1.516028982171658e+00
5.9100084984,3.015662367543405e+01,-1.029057846456746e+00
5.9200045472,3.015662110991429e+01,-9.195846783010471e-01
5.9300045472,3.015661875356645e+01,-8.514826521542832e-01
5.9400045472,3.015661652366841e+01,-7.813225022230699e-01
5.9500045472,3.015661433773473e+01,-7.092331476357812e-01
5.9600016118,3.015661215845203e+01,-3.407092658071632e-01
5.9700016118,3.015660986556132e+01,-2.704302719562930e-01
5.9800072296,3.015660737060855e+01,-7.093932972058303e-02
5.9900072296,3.015660460880076e+01,-1.259270623883043e-03
6.0000072296,3.015660149329614e+01,7.062328838321012e-02
6.0100015131,3.015659778513047e+01,1.635892252070469e-01
6.0200015131,3.015659342106954e+01,2.550486187238140e-01
6.0300015131,3.015658869854285e+01,3.498288968852460e-01
6.0400015131,3.015658355782968e+01,4.480260746433045e-01
6.0500006537,3.015657793990757e+01,3.853853337084090e-01
6.0600092706,3.015657191060968e+01,8.894136060106308e-01
6.0700009571,3.015656544601366e+01,7.268242774760225e-01
6.0800009571,3.015655829707280e+01,8.265093362086295e-01
6.0900009571,3.015655044971299e+01,9.303843869585453e-01
6.1000009571,3.015654190245368e+01,1.038701048827516e+00
6.1100009571,3.015653268142557e+01,1.151696521075067e+00
6.1200083273,3.015652283944666e+01,1.127364185860039e+00
6.1300043106,3.015649855690871e+01,1.321305671931675e+00
6.1400083906,3.015648962664563e+01,1.535985435970117e+00
6.1500081408,3.015648155111422e+01,1.847970089028093e+00
6.1600055694,3.015647434778585e+01,2.133193633835639e+00
6.1700007174,3.015646742322977e+01,2.468742793426040e+00
6.1800007174,3.015646090328270e+01,2.614977815910223e+00
6.1900024642,3.015645493233992e+01,2.780228546802067e+00
6.2000024642,3.015644940294653e+01,2.927329462022974e+00
6.2100023942,3.015644329825546e+01,4.130791877025279e+00
6.2200023942,3.015643532694105e+01,4.265080400019039e+00
6.2300058564,3.015642695161101e+01,5.025213716474259e+00
6.2400016739,3.015641766211081e+01,5.484097627618167e+00
6.2500035704,3.015640707189554e+01,5.640337158164892e+00
6.2600083888,3.015639508364254e+01,5.467264158759439e+00
6.2700083888,3.015638170469355e+01,5.536693513040810e+00
6.2800043289,3.015636703125259e+01,5.695553755875811e+00
6.2900025129,3.015635123773779e+01,5.854026340462318e+00
6.3000025129,3.015633460822955e+01,5.883706322036036e+00
6.3100009121,3.015631752079993e+01,5.851604149507201e+00
6.3200004127,3.015630038668414e+01,5.744732702353746e+00
6.3300004127,3.015628363500474e+01,5.719958139227045e+00
6.3400083026,3.015626763812566e+01,5.060910457026615e+00
6.3500083026,3.015625267471388e+01,5.009065261026322e+00
6.3600083026,3.015623897081181e+01,4.945337946130611e+00
6.3700083026,3.015622665702443e+01,4.870737038005769e+00
6.3800083026,3.015621577263168e+01,4.786343320257567e+00
6.3900070416,3.015621077609042e+01,3.987054679391194e+00
6.4000075553,3.015620729706718e+01,4.167776321996899e+00
6.4100075553,3.015620420471619e+01,4.058446249281472e+00
6.4200075553,3.015620139642945e+01,3.948292890700446e+00
6.4300099035,3.015619879888944e+01,3.896437507998306e+00
6.4400099035,3.015619635504398e+01,3.785423307385756e+00
6.4500099035,3.015619402241953e+01,3.674595195089770e+00
6.4600051426,3.015619177416827e+01,3.596731153032700e+00
6.4700011516,3.015618011240874e+01,3.027745483010485e+00
6.4800087659,3.015617859653345e+01,2.341414552121473e+00
6.4900029092,3.015617768528793e+01,1.878135517150912e+00
6.5000030215,3.015617699510167e+01,1.278392814884254e+00
6.5100097028,3.015617654153682e+01,1.429355611415541e+00
6.5200097028,3.015617624424529e+01,1.319937537491969e+00
6.5300054934,3.015617608759885e+01,1.241169209560572e+00
6.5400003309,3.015617606631457e+01,1.035571758938934e+00
6.5500065618,3.015617614122759e+01,9.583965037672012e-01
6.5600065618,3.015617628532113e+01,8.468707356647798e-01
6.5700065618,3.015617647072600e+01,7.349374472917921e-01
6.5800046813,3.015617666592216e+01,7.162370036599182e-01
6.5900032578,3.015617683691461e+01,5.936363307482738e-01
6.6000010474,3.015617577489956e+01,-1.206207950409103e-01
6.6100091307,3.015617410786737e+01,-9.125012928399565e-01
6.6200091307,3.015617110348032e+01,-1.018470420885310e+00
6.6300091307,3.015616753429472e+01,-1.120071329674417e+00
6.6400006638,3.015616335784394e+01,-1.392105671918913e+00
6.6500006638,3.015615852107860e+01,-1.478114829714565e+00
6.6600038393,3.015615300212980e+01,-1.781973228541883e+00
6.6700038393,3.015614678700966e+01,-1.847086497091176e+00
6.6800048554,3.015613986753189e+01,-2.095465632300669e+00
6.6900048554,3.015613224676577e+01,-2.137681860855954e+00
6.7000048554,3.015612394207817e+01,-2.171595753488323e+00
6.7100082140,3.015611498386841e+01,-2.311568167397697e+00
6.7200082140,3.015610542271997e+01,-2.329584013273245e+00
6.7300046672,3.015609533135428e+01,-2.239140054059292e+00
6.7400046672,3.015608478896235e+01,-2.228691163801947e+00
6.7500010929,3.015607390477450e+01,-2.237324492009934e+00
6.7600010929,3.015606279400503e+01,-2.202632579312661e+00
6.7700010929,3.015605161028057e+01,-2.157056271209731e+00
6.7800084998,3.015604051107143e+01,-1.904876506738305e+00
6.7900084998,3.015602967602634e+01,-1.828549969557421e+00
6.8000060445,3.015601927285681e+01,-1.267002770215992e+00
6.8100019884,3.015601052246259e+01,-1.135626900272791e+00
6.8200019884,3.015600340715216e+01,-1.023106334112752e+00
6.8300007514,3.015599712359898e+01,-1.283998064357337e+00
6.8400031984,3.015599161873354e+01,-9.327978623694904e-01
6.8500031984,3.015598681436638e+01,-7.921283423947504e-01
6.8600031984,3.015598274031735e+01,-6.461449758620614e-01
6.8700031984,3.015597934646497e+01,-4.955161699112325e-01
6.8800031984,3.015597657548100e+01,-3.408772874999626e-01
6.8900031984,3.015597436495781e+01,-1.828267064850547e-01
6.9000065281,3.015597332211671e+01,1.676600579921093e+00
6.9100021080,3.015597291627443e+01,1.692881536943823e+00
6.9200021080,3.015597235099217e+01,1.864132398006140e+00
6.9300029537,3.015597154792953e+01,1.587317588028248e+00
6.9400029537,3.015597042182408e+01,1.749733771537206e+00
6.9500004607,3.015596871559314e+01,2.259313538268029e+00
6.9600004607,3.015596101571210e+01,2.401135439415633e+00
6.9700004607,3.015595194435773e+01,2.534666574593117e+00
6.9800004607,3.015594139135419e+01,2.658758654425597e+00
6.9900046007,3.015592929068451e+01,2.668266246942195e+00
7.0000046007,3.015591564852595e+01,2.771989610254189e+00
7.0100046007,3.015590055227871e+01,2.862762186370068e+00
7.0200046007,3.015588418808829e+01,2.939572615325454e+00
7.0300046007,3.015586684121156e+01,3.001598596521614e+00
7.0400046007,3.015584888204192e+01,3.048272024498296e+00
7.0500046007,3.015583073657028e+01,3.079328914436575e+00
7.0600046007,3.015581284557204e+01,3.094834790887683e+00
7.0700041283,3.015579560296437e+01,2.749506119525700e+00
7.0800041283,3.015577874993716e+01,2.729795356276028e+00
7.0900041283,3.015576306295301e+01,2.696977603426726e+00
7.1000055409,3.015574867828658e+01,2.810732433030096e+00
7.1100055409,3.015573563800487e+01,2.752835547001748e+00
7.1200055409,3.015572390047632e+01,2.685687348304406e+00
7.1300008240,3.015571453324974e+01,1.732615705842325e+00
7.1400008240,3.015570691959042e+01,1.653670293281060e+00
7.1500015574,3.015569916231517e+01,1.856063527398172e+00
7.1600015574,3.015569116346199e+01,1.774947834942516e+00
7.1700045730,3.015568363434323e+01,6.748197511986377e-01
7.1800045730,3.015567555951604e+01,6.130996890591912e-01
7.1900041539,3.015566691948517e+01,8.886700986317217e-01
7.2000041539,3.015565778370711e+01,8.390395705418799e-01
7.2100041539,3.015564826885267e+01,7.984590008960392e-01
7.2200045138,3.015563863382019e+01,3.136380036389702e-01
7.2300026634,3.015562893651307e+01,6.128224608458199e-01
7.2400011712,3.015561904497382e+01,8.873153320482264e-01
7.2500010375,3.015560899373680e+01,9.476166130397902e-01
7.2600074731,3.015559926717341e+01,1.086230099426659e+00
7.2700058969,3.015559000346499e+01,1.184690737898511e+00
7.2800010038,3.015558254645319e+01,1.810454873796980e+00
7.2900067649,3.015557750257960e+01,2.451627501760752e+00
7.3000049381,3.015557485516141e+01,3.394949337880041e+00
7.3100049381,3.015557270249543e+01,3.436741687326210e+00
7.3200049381,3.015557057897989e+01,3.477381538564149e+00
7.3300049381,3.015556851621163e+01,3.516651087867614e+00
7.3400049381,3.015556654558378e+01,3.554342737197817e+00
7.3500049381,3.015556469742652e+01,3.590265467223275e+00
7.3600049381,3.015556300016656e+01,3.624250131985685e+00
7.3700049381,3.015556147954001e+01,3.656153375846008e+00
7.3800049381,3.015556015790405e+01,3.685860013785899e+00
7.3900049381,3.015555905369445e+01,3.713283862389775e+00
7.4000053054,3.015555819448165e+01,3.331058684535255e+00
7.4100041073,3.015555759905400e+01,3.333363055136364e+00
7.4200024644,3.015555724516273e+01,3.009661053296050e+00
7.4300024644,3.015555713075993e+01,3.026071231474248e+00
7.4400058521,3.015555726191112e+01,3.335518894227149e+00
7.4500094849,3.015555763340041e+01,3.592069066391194e+00
7.4600077747,3.015555823085305e+01,3.823818140271404e+00
7.4700002898,3.015555904912021e+01,3.921612966802284e+00
7.4800002898,3.015556007691508e+01,3.922587742553449e+00
7.4900057792,3.015556187465116e+01,3.567928684645580e+00
7.5000037085,3.015556410867867e+01,3.332301690481152e+00
7.5100090435,3.015556653901284e+01,2.902226169781720e+00
7.5200090435,3.015556922963716e+01,2.898156784572488e+00
7.5300090435,3.015557197497433e+01,2.893309927753485e+00
7.5400099073,3.015557483008878e+01,3.357514685139937e+00
7.5500099073,3.015557785571023e+01,3.349133466779100e+00
7.5600099073,3.015558089655591e+01,3.339616666788233e+00
7.5700099073,3.015558394989126e+01,3.328950484430307e+00
7.5800099073,3.015558701312443e+01,3.317121817195006e+00
7.5900099073,3.015559008376332e+01,3.304118333039622e+00
7.6000099073,3.015559315937319e+01,3.289928538524600e+00
7.6100099073,3.015559623753196e+01,3.274541841482211e+00
7.6200099073,3.015559931578338e+01,3.257948606964876e+00
7.6300099073,3.015560239158893e+01,3.240140205407724e+00
7.6400020113,3.015560543205274e+01,2.630538846527255e+00
7.6500020113,3.015560839378831e+01,2.607864098810800e+00
7.6600024295,3.015561137216855e+01,2.268898164440698e+00
7.6700024295,3.015561441321383e+01,2.239520696859115e+00
7.6800028311,3.015561741493663e+01,1.861864029750461e+00
7.6900028311,3.015562036813397e+01,1.830790187217983e+00
7.7000006524,3.015562316328067e+01,2.347217733553632e+00
7.7100065341,3.015562585848030e+01,2.049112580869672e+00
7.7200065341,3.015562844324355e+01,2.020790153648170e+00
7.7300005016,3.015563089939442e+01,1.809452319901645e+00
7.7400005016,3.015563321111661e+01,1.775952401093279e+00
7.7500099883,3.015563452592133e+01,1.158440186675080e+00
7.7600017320,3.015563511499103e+01,1.468093455831618e+00
7.7700017320,3.015563525467871e+01,1.434697778023135e+00
7.7800017320,3.015563489192684e+01,1.401686441974590e+00
7.7900017320,3.015563395522857e+01,1.369265664561776e+00
7.8000087423,3.015562820129870e+01,9.500278597920021e-01
7.8100090490,3.015562015723018e+01,8.564871190299420e-01
7.8200024216,3.015561227624717e+01,4.864517510696278e-01
7.8300094865,3.015560538297234e+01,7.650596436964670e-01
7.8400058623,3.015560356073485e+01,1.819346397570842e+00
7.8500030799,3.015560151676922e+01,1.499990089165363e+00
7.8600030799,3.015559906592746e+01,1.554230946945337e+00
7.8700030799,3.015559612151947e+01,1.604427008396349e+00
7.8800060181,3.015559305224579e+01,2.027730290461222e+00
7.8900045361,3.015558949107777e+01,2.193118468033978e+00
7.9000030558,3.015558462761723e+01,1.773053371887197e+00
7.9100020389,3.015557857079258e+01,1.273406552713191e+00
7.9200037458,3.015557050903982e+01,8.291509223967990e-01
7.9300045805,3.015555580261494e+01,3.802919984018012e-01
7.9400045805,3.015553569187120e+01,3.281106678922782e-01
7.9500065870,3.015551458201184e+01,2.684343667481905e-01
7.9600020159,3.015549319107188e+01,5.814756491070857e-01
7.9700020159,3.015547197217552e+01,5.228434572535092e-01
7.9800068636,3.015545601173732e+01,-1.346990330646862e-01
7.9900068636,3.015544228126062e+01,-2.209935042699770e-01
8.0000068636,3.015542976607326e+01,-3.057796546607969e-01
8.0100009569,3.015541877883951e+01,-1.060279018679139e-01
8.0200094192,3.015540818532871e+01,9.344195985589401e-02
8.0300094192,3.015540186296355e+01,3.584061667627977e-02
8.0400018081,3.015539659266249e+01,1.676003119389000e-02
8.0500022389,3.015539268715141e+01,-9.498008014137143e-01
8.0600071402,3.015538989882542e+01,-8.102047933263273e-01
8.0700064501,3.015538831568199e+01,-1.139983528452165e+00
8.0800064501,3.015538758042927e+01,-1.179475611154155e+00
8.0900064501,3.015538660925491e+01,-1.217562744847506e+00
8.1000058663,3.015538543250992e+01,-4.764399130491994e-01
8.1100038508,3.015538367610246e+01,-8.190222531721941e-01
8.1200015232,3.015537758467027e+01,-7.997203108661670e-01
8.1300015232,3.015537110478958e+01,-8.137450415386458e-01
8.1400009253,3.015536432657600e+01,-6.069771049726183e-01
8.1500009253,3.015535739875198e+01,-6.070356077649069e-01
8.1600009253,3.015535047663500e+01,-5.999744244030522e-01
8.1700009253,3.015534372412797e+01,-5.858460707361361e-01
8.1800089952,3.015533731043060e+01,-8.643879113556088e-02
8.1900089952,3.015533138301086e+01,-6.796771932388679e-02
8.2000089952,3.015532601520390e+01,-4.329098526352465e-02
8.2100089952,3.015532128292895e+01,-1.289460454478490e-02
8.2200039854,3.015531971437240e+01,2.661124904724282e-01
8.2300076170,3.015532026980820e+01,2.932824211012055e-01
8.2400002879,3.015532120278698e+01,6.616831372290233e-01
8.2500002879,3.015532246447659e+01,7.149409662791647e-01
8.2600002879,3.015532401259426e+01,7.689113084804040e-01
8.2700002879,3.015532581083523e+01,8.233751946368089e-01
8.2800002879,3.015532782694554e+01,8.781425961709418e-01
8.2900002879,3.015533003247276e+01,9.330491052253107e-01
8.3000092623,3.015533240520514e+01,8.404409071513947e-01
8.3100049071,3.015533491751851e+01,6.457374367627445e-01
8.3200049071,3.015533755474044e+01,6.969406250582086e-01
8.3300062477,3.015534029502468e+01,1.199926963089204e+00
8.3400080541,3.015534306036454e+01,1.231920019864647e+00
8.3500032811,3.015534588335663e+01,1.260451648517631e+00
8.3600032811,3.015534876863606e+01,1.317962019816352e+00
8.3700032811,3.015535170428843e+01,1.374712816103140e+00
8.3800084841,3.015535467672330e+01,1.505882404962395e+00
8.3900084841,3.015535767921066e+01,1.559803318644756e+00
8.4000084841,3.015536070753636e+01,1.612782897099361e+00
8.4100084841,3.015536375495817e+01,1.664781730730853e+00
8.4200000593,3.015536685941457e+01,2.140487136323930e+00
8.4300023282,3.015537003437024e+01,2.631757454874765e+00
8.4400051292,3.015537320518828e+01,2.413204932482748e+00
8.4500051292,3.015537633546959e+01,2.451583992346151e+00
8.4600055972,3.015537944448551e+01,2.634724389240017e+00
8.4700092221,3.015538251659193e+01,2.807620991861793e+00
8.4800074300,3.015538514559982e+01,3.158636929309386e+00
8.4900074300,3.015538755313924e+01,3.196549909307487e+00
8.5000074300,3.015538987771209e+01,3.232575225446650e+00
8.5100074300,3.015539211492779e+01,3.266627340632644e+00
8.5200074300,3.015539426082775e+01,3.298618737790880e+00
8.5300074300,3.015539631200128e+01,3.328460916360125e+00
8.5400074300,3.015539826569173e+01,3.356065584401542e+00
8.5500036981,3.015540011343111e+01,2.963043821706165e+00
8.5600023223,3.015540168465094e+01,3.444092203358032e+00
8.5700023223,3.015540283378475e+01,3.442859746079940e+00
8.5800040806,3.015540393590923e+01,3.756395466843305e+00
8.5900040806,3.015540496827003e+01,3.758243690632611e+00
8.6000050483,3.015540608373710e+01,3.578083501796138e+00
8.6100050483,3.015540768925622e+01,3.565434407979849e+00
8.6200069742,3.015540918031059e+01,3.801287689666999e+00
8.6300069742,3.015541053407003e+01,3.784980206480345e+00
8.6400009575,3.015541162980275e+01,3.189330594747785e+00
8.6500009575,3.015541236644445e+01,3.170235706427724e+00
8.6600009575,3.015541281231333e+01,3.150230693580108e+00
8.6700033046,3.015541174884573e+01,2.858885515042583e+00
8.6800032180,3.015541001301528e+01,2.890869020423155e+00
8.6900039538,3.015540764126902e+01,3.281504460064578e+00
8.7000095715,3.015540419158386e+01,3.839983736808109e+00
8.7100095715,3.015539921286402e+01,3.867175797484160e+00
8.7200095715,3.015539352133222e+01,3.893099701403093e+00
8.7300095715,3.015538700804362e+01,3.917200002611999e+00
8.7400092068,3.015537748646508e+01,3.701176539138832e+00
8.7500021903,3.015536373421357e+01,4.343639506233563e+00
8.7600024231,3.015534675118469e+01,4.397056883501082e+00
8.7700024231,3.015532817854966e+01,4.346007205475825e+00
8.7800024231,3.015530815232111e+01,4.282889364046669e+00
8.7900081645,3.015528617519514e+01,3.455254887271771e+00
8.8000081645,3.015526072417664e+01,3.378091869987610e+00
8.8100001455,3.015523759178449e+01,3.093604890505327e+00
8.8200058582,3.015522402192200e+01,2.918813347536325e+00
8.8300058582,3.015521270152415e+01,2.758615249378720e+00
8.8400058582,3.015520180044616e+01,2.603036318275853e+00
8.8500021982,3.015519142685086e+01,2.661313979374598e+00
8.8600042503,3.015518439846506e+01,2.675244126904122e+00
8.8700042503,3.015517949067565e+01,2.566192703966653e+00
8.8800042503,3.015517559661522e+01,2.459360354775202e+00
8.8900074918,3.015517497339404e+01,2.697145735995530e+00
8.9000074918,3.015517527123773e+01,2.591159355786759e+00
8.9100074918,3.015517599360742e+01,2.484506766997769e+00
8.9200063396,3.015517706666355e+01,2.525997031533011e+00
8.9300063396,3.015517842452686e+01,2.416140928016657e+00
8.9400063396,3.015518004651803e+01,2.305324986872412e+00
8.9500094988,3.015518188664496e+01,1.767109266454590e+00
8.9600033551,3.015518380061060e+01,1.041062915048535e+00
8.9700057115,3.015518585099295e+01,2.195855512648029e-01
8.9800057115,3.015518797175609e+01,1.021985339938217e-01
8.9900037565,3.015519008067262e+01,2.026652145152915e-01
9.0000037565,3.015519215292994e+01,8.567753859663571e-02
9.0100037565,3.015519416205051e+01,-3.202773832489047e-02
9.0200007618,3.015519609399245e+01,-7.083377037042259e-01
9.0300007618,3.015519790426385e+01,-8.207183309427174e-01
9.0400007618,3.015519955502975e+01,-9.336318432752885e-01
9.0500007618,3.015520101486388e+01,-1.046938556482002e+00
9.0600076384,3.015520228644991e+01,-6.607193413876846e-01
9.0700045577,3.015520332124025e+01,-9.056715493370671e-01
9.0800045577,3.015520403327631e+01,-1.015024925944007e+00
9.0900052866,3.015520317007415e+01,-1.637983336629197e+00
9.1000052866,3.015520088898734e+01,-1.743101935958582e+00
9.1100052866,3.015519785567553e+01,-1.845154806422232e+00
9.1200018997,3.015519176139182e+01,-2.302533688545837e+00
9.1300076971,3.015518017875965e+01,-2.643965055983140e+00
9.1400076971,3.015516794124154e+01,-2.672643620500138e+00
9.1500080179,3.015515534701781e+01,-2.754503225277294e+00
9.1600077529,3.015514262857157e+01,-2.636211293245820e+00
9.1700077529,3.015513002113200e+01,-2.632927860024220e+00
9.1800005097,3.015511776388402e+01,-2.445638326061847e+00
9.1900005097,3.015510603254909e+01,-2.424577518331327e+00
9.2000064570,3.015509500781863e+01,-2.265462537739834e+00
9.2100064570,3.015508482361853e+01,-2.222999929412979e+00
9.2200032285,3.015507522033300e+01,-2.636649400308426e+00
9.2300022418,3.015506784573069e+01,-1.769849649441958e+00
9.2400022418,3.015506325894808e+01,-1.686514794014896e+00
9.2500022418,3.015505919137691e+01,-1.598500491597540e+00
9.2600083176,3.015505612401092e+01,-8.424255226613043e-01
9.2700083176,3.015505427424259e+01,-7.415704065349570e-01
9.2800043972,3.015505257806392e+01,-6.097346326172138e-01
9.2900024470,3.015505097981296e+01,-3.923806074217023e-01
9.3000047046,3.015504944381592e+01,-1.216153227201174e-01
9.3100060180,3.015504812343727e+01,2.331896267126142e-01
9.3200060180,3.015504702639790e+01,3.373070207909600e-01
9.3300051304,3.015504583936753e+01,3.516036257932844e-01
9.3400051304,3.015504455476329e+01,4.522128307296066e-01
9.3500009928,3.015503628055374e+01,4.818412479581247e-01
9.3600009928,3.015503480293471e+01,5.912703653947060e-01
9.3700097876,3.015503368952058e+01,1.008026993201207e+00
9.3800077590,3.015503296021442e+01,1.289369260881240e+00
9.3900070904,3.015503246821844e+01,1.230738406933570e+00
9.4000070904,3.015503222906453e+01,1.338090430547040e+00
9.4100061465,3.015503223891660e+01,1.365252406362970e+00
9.4200084230,3.015503237448152e+01,2.094174274023816e+00
9.4300084230,3.015503269587455e+01,2.207181035520708e+00
9.4400005546,3.015503320047744e+01,2.614889726482561e+00
9.4500084312,3.015503386172684e+01,2.757118082030906e+00
9.4600001578,3.015503416573697e+01,3.442520237623914e+00
9.4700001578,3.015503394475139e+01,3.563426606130392e+00
9.4800001578,3.015503358908742e+01,3.683356998034812e+00
9.4900059366,3.015503184538868e+01,4.615959634320104e+00
9.5000059366,3.015502693356964e+01,4.727674227984319e+00
9.5100059366,3.015502087607346e+01,4.833308288168844e+00
9.5200094875,3.015501353754130e+01,5.208963000415921e+00
9.5300094875,3.015500480635454e+01,5.294137543130145e+00
9.5400094875,3.015499460767737e+01,5.370389574323735e+00
9.5500094875,3.015498292850826e+01,5.436659470522300e+00
