id,mass,radius,theta,theta_dot,x,y,vx,vy
1,1.0000000000,0.1000000000,4.7092212201,-0.1821002932,-0.0063355099,-0.9999949827,-0.3641987591,0.0005768491
2,1.0000000000,0.1000000000,1.5883379422,-0.3438972720,-0.0350814317,0.9998461498,0.6876887267,0.0060322043
3,1.0000000000,0.1000000000,2.0867998922,-0.3837103525,-0.9868159930,0.8697979932,0.6675009892,0.1893257563
4,1.0000000000,0.1000000000,3.9312389309,-0.6953777052,-1.4081930793,-0.7101042619,-0.9875813442,0.4896130360
5,1.0000000000,0.1000000000,4.5598212299,-0.9045412549,-0.3039531089,-0.9883840989,-1.7880683862,0.1374690633
6,1.0000000000,0.1000000000,5.3669877212,0.5695535871,1.2176819531,-0.7932922950,0.9036449444,0.3467675622
7,1.0000000000,0.1000000000,4.0888982024,1.1965032311,-1.1677453673,-0.8118452373,1.9427508991,-0.6986055526
8,1.0000000000,0.1000000000,1.0119192696,1.1891275040,1.0604688883,0.8478510684,-2.0164060495,0.6305163611
9,1.0000000000,0.1000000000,6.0006479737,1.5118624970,1.9207022779,-0.2787932745,0.8429941921,1.4519188710
10,1.0000000000,0.1000000000,1.8238382229,1.8682280170,-0.5007002820,0.9681553630,-3.6174699480,-0.4677111475
11,1.0000000000,0.1000000000,0.1326178738,-1.7635902890,1.9824382611,0.1322294794,0.4663972515,-1.7481044329
12,1.0000000000,0.1000000000,3.7780402866,-0.6761942595,-1.6084242997,-0.5943423408,-0.8037817580,0.5438036391
13,1.0000000000,0.1000000000,1.3524512991,-1.7013489855,0.4332284835,0.9762572767,3.3219086545,-0.3685364204
14,1.0000000000,0.1000000000,3.0737501366,-0.6093562625,-1.9953991580,0.0677904868,0.0826171154,0.6079544865
15,1.0000000000,0.1000000000,2.3959784714,2.0748350731,-1.4693427311,0.6784231605,-2.8152323355,-1.5243219164
16,1.0000000000,0.1000000000,1.6992478706,0.4140191148,-0.2561971953,0.9917614377,-0.8212163851,-0.0530352680
17,1.0000000000,0.1000000000,5.5369135058,1.3943964490,1.4684501253,-0.6789061477,1.8933286431,1.0238008202
18,1.0000000000,0.1000000000,3.3719365207,0.6989517402,-1.9471758869,-0.2283123219,0.3191585894,-0.6804909873
19,1.0000000000,0.1000000000,1.2473968677,-0.3751894952,0.6355832475,0.9481605792,0.7114797780,-0.1192320789
20,1.0000000000,0.1000000000,5.1517960508,1.5358765303,0.8508058723,-0.9050040563,2.7799489798,0.6533663856
21,1.0000000000,0.1000000000,0.5232136135,-0.9053362668,1.7324358411,0.4996664028,0.9047322315,-0.7842184984
22,1.0000000000,0.1000000000,3.5518950545,0.3019804287,-1.8340004821,-0.3988866479,0.2409119219,-0.2769161259
23,1.0000000000,0.1000000000,1.1239074590,-1.1286771672,0.8643240472,0.9017959777,2.0356730590,-0.4877714086
24,1.0000000000,0.1000000000,0.7983782792,-1.6588272454,1.3957382880,0.7162252843,2.3761880309,-1.1576443498
25,1.0000000000,0.1000000000,1.4596490575,1.4287460171,0.2218371273,0.9938294986,-2.8398598755,0.1584744560
26,1.0000000000,0.1000000000,2.5401466359,2.2692769112,-1.6490365386,0.5658353326,-2.5680741115,-1.8710602714
27,1.0000000000,0.1000000000,4.8787173024,-0.1399355348,0.3311249338,-0.9861993052,-0.2760086543,-0.0231680723
28,1.0000000000,0.1000000000,5.7033836757,-1.4819841852,1.6731426883,-0.5478579981,-1.6238337780,-1.2397855019
29,1.0000000000,0.1000000000,4.2661286455,-0.8263689535,-0.8631902596,-0.9020674276,-1.4908810323,0.3566568158
30,1.0000000000,0.1000000000,2.2511886629,1.4757962386,-1.2581960909,0.7773259607,-2.2943494580,-0.9284205292
