step,time,n_collisions,conserved_fraction,had_collision
1,0.0000000000,0,1.000000,0
2,0.1000100000,0,1.000000,0
3,0.2000000000,0,1.000000,0
4,0.3000000000,0,1.000000,0
5,0.4000000000,0,1.000000,0
6,0.5000000000,0,1.000000,0
7,0.6000100000,0,1.000000,0
8,0.7000100000,0,1.000000,0
9,0.8000100000,0,1.000000,0
10,0.9000100000,0,1.000000,0
11,1.0000000000,0,1.000000,0
