time,total_energy,angular_momentum
0.6000032218,4.446848007038943e+00,4.236281075097769e+00
0.6100032218,4.446847978519318e+00,4.260935600266607e+00
0.6200032218,4.446847938794861e+00,4.285368140463051e+00
0.6300032218,4.446847886721651e+00,4.309566012526915e+00
0.6400032218,4.446847821071144e+00,4.333514746300086e+00
0.6500032218,4.446847740525499e+00,4.357197954493013e+00
0.6600032218,4.446847643674070e+00,4.380597197249848e+00
0.6700032218,4.446847529010538e+00,4.403691842407835e+00
0.6800032218,4.446847394930668e+00,4.426458922863535e+00
0.6900032218,4.446847239732197e+00,4.448872992969495e+00
0.7000032218,4.446847061616142e+00,4.470905986487284e+00
0.7100032218,4.446846858690332e+00,4.492527079326282e+00
0.7200032218,4.446846628976661e+00,4.513702561106935e+00
0.7300032218,4.446846370421282e+00,4.534395720498812e+00
0.7400032218,4.446846080909649e+00,4.554566750277974e+00
0.7500032218,4.446845758286725e+00,4.574172679112507e+00
0.7600032218,4.446845400383210e+00,4.593167338168303e+00
0.7700032218,4.446845005048577e+00,4.611501371676165e+00
0.7800032218,4.446844570191619e+00,4.629122301529577e+00
0.7900023939,4.446844093398933e+00,4.534437424172309e+00
0.8000023939,4.446843573154569e+00,4.550515586869906e+00
0.8100023939,4.446843007965378e+00,4.565718026452201e+00
0.8200023939,4.446842396543176e+00,4.579981934890269e+00
0.8300023939,4.446841737978521e+00,4.593242892602915e+00
0.8400023939,4.446841031821503e+00,4.605435473133421e+00
0.8500023939,4.446840278162950e+00,4.616493960048544e+00
0.8600023939,4.446839477711586e+00,4.626353172581141e+00
0.8700023939,4.446838631862795e+00,4.634949390409330e+00
0.8800023939,4.446837742752824e+00,4.642221361015034e+00
0.8900023939,4.446836813294069e+00,4.648111365714791e+00
0.9000023939,4.446835847184822e+00,4.652566313281181e+00
0.9100023939,4.446834848890639e+00,4.655538823789713e+00
0.9200023939,4.446833823593060e+00,4.656988260708726e+00
0.9300023939,4.446832777106072e+00,4.656881667049406e+00
0.9400023939,4.446831715761085e+00,4.655194562187178e+00
0.9500023939,4.446830646265324e+00,4.651911560091135e+00
0.9600023939,4.446829575539693e+00,4.647026777088186e+00
0.9700021476,4.446828661291280e+00,4.494602964995940e+00
0.9800021476,4.446828082123887e+00,4.474322062751441e+00
0.9900021476,4.446827549425740e+00,4.453173642940542e+00
1.0000000000,4.446827061923402e+00,4.431226976141478e+00
