run_id,eccentricity,a,b,N,E_per_N,seed,t_max,dt_max,save_interval,use_projection,projection_interval
1,0.0,3.170233138523429,3.170233138523429,80,0.32,1,50.0,1.0e-5,0.5,true,100
2,0.0,3.170233138523429,3.170233138523429,80,0.32,2,50.0,1.0e-5,0.5,true,100
3,0.0,3.170233138523429,3.170233138523429,80,0.32,3,50.0,1.0e-5,0.5,true,100
4,0.5,3.170233138523429,2.7455024338805605,80,0.32,1,50.0,1.0e-5,0.5,true,100
5,0.5,3.170233138523429,2.7455024338805605,80,0.32,2,50.0,1.0e-5,0.5,true,100
6,0.5,3.170233138523429,2.7455024338805605,80,0.32,3,50.0,1.0e-5,0.5,true,100
7,0.98,3.170233138523429,0.6308684291059812,80,0.32,1,50.0,1.0e-5,0.5,true,100
8,0.98,3.170233138523429,0.6308684291059812,80,0.32,2,50.0,1.0e-5,0.5,true,100
9,0.98,3.170233138523429,0.6308684291059812,80,0.32,3,50.0,1.0e-5,0.5,true,100
