run_id,N,eccentricity,seed,a,b,radius,perimeter,phi_intrinsic,t_max,save_interval,use_projection,mass,max_speed
39,60,0.7,2,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
40,80,0.7,2,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
41,20,0.8,2,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
42,40,0.8,2,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
43,60,0.8,2,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
44,80,0.8,2,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
45,20,0.9,2,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
46,40,0.9,2,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
47,60,0.9,2,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
48,80,0.9,2,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
49,20,0.0,3,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
50,40,0.0,3,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
51,60,0.0,3,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
52,80,0.0,3,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
53,20,0.3,3,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
54,40,0.3,3,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
55,60,0.3,3,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
56,80,0.3,3,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
57,20,0.5,3,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
58,40,0.5,3,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
59,60,0.5,3,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
60,80,0.5,3,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
61,20,0.7,3,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
62,40,0.7,3,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
63,60,0.7,3,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
64,80,0.7,3,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
65,20,0.8,3,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
66,40,0.8,3,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
67,60,0.8,3,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
68,80,0.8,3,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
69,20,0.9,3,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
70,40,0.9,3,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
71,60,0.9,3,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
72,80,0.9,3,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
73,20,0.0,4,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
74,40,0.0,4,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
75,60,0.0,4,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
76,80,0.0,4,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
77,20,0.3,4,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
78,40,0.3,4,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
79,60,0.3,4,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
80,80,0.3,4,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
81,20,0.5,4,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
82,40,0.5,4,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
83,60,0.5,4,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
84,80,0.5,4,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
85,20,0.7,4,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
86,40,0.7,4,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
87,60,0.7,4,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
88,80,0.7,4,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
89,20,0.8,4,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
90,40,0.8,4,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
91,60,0.8,4,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
92,80,0.8,4,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
93,20,0.9,4,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
94,40,0.9,4,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
95,60,0.9,4,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
96,80,0.9,4,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
97,20,0.0,5,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
98,40,0.0,5,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
99,60,0.0,5,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
100,80,0.0,5,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
101,20,0.3,5,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
102,40,0.3,5,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
103,60,0.3,5,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
104,80,0.3,5,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
105,20,0.5,5,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
106,40,0.5,5,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
107,60,0.5,5,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
108,80,0.5,5,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
109,20,0.7,5,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
110,40,0.7,5,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
111,60,0.7,5,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
112,80,0.7,5,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
113,20,0.8,5,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
114,40,0.8,5,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
115,60,0.8,5,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
116,80,0.8,5,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
117,20,0.9,5,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
118,40,0.9,5,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
119,60,0.9,5,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
120,80,0.9,5,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
121,20,0.0,6,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
122,40,0.0,6,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
123,60,0.0,6,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
124,80,0.0,6,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
125,20,0.3,6,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
126,40,0.3,6,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
127,60,0.3,6,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
128,80,0.3,6,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
129,20,0.5,6,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
130,40,0.5,6,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
131,60,0.5,6,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
132,80,0.5,6,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
133,20,0.7,6,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
134,40,0.7,6,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
135,60,0.7,6,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
136,80,0.7,6,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
137,20,0.8,6,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
138,40,0.8,6,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
139,60,0.8,6,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
140,80,0.8,6,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
141,20,0.9,6,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
142,40,0.9,6,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
143,60,0.9,6,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
144,80,0.9,6,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
145,20,0.0,7,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
146,40,0.0,7,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
147,60,0.0,7,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
148,80,0.0,7,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
149,20,0.3,7,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
150,40,0.3,7,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
151,60,0.3,7,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
152,80,0.3,7,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
153,20,0.5,7,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
154,40,0.5,7,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
155,60,0.5,7,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
156,80,0.5,7,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
157,20,0.7,7,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
158,40,0.7,7,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
159,60,0.7,7,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
160,80,0.7,7,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
161,20,0.8,7,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
162,40,0.8,7,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
163,60,0.8,7,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
164,80,0.8,7,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
165,20,0.9,7,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
166,40,0.9,7,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
167,60,0.9,7,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
168,80,0.9,7,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
169,20,0.0,8,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
170,40,0.0,8,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
171,60,0.0,8,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
172,80,0.0,8,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.5333333333333334,120.0,0.5,true,1.0,1.0
173,20,0.3,8,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.13333333333333333,120.0,0.5,true,1.0,1.0
174,40,0.3,8,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.26666666666666666,120.0,0.5,true,1.0,1.0
175,60,0.3,8,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.4,120.0,0.5,true,1.0,1.0
176,80,0.3,8,0.836410286544171,0.7611333607551959,0.0167387254776294,5.02161764328882,0.5333333333333333,120.0,0.5,true,1.0,1.0
177,20,0.5,8,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.13333333333333336,120.0,0.5,true,1.0,1.0
178,40,0.5,8,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.2666666666666667,120.0,0.5,true,1.0,1.0
179,60,0.5,8,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.4,120.0,0.5,true,1.0,1.0
180,80,0.5,8,0.9213177319235611,0.690988298942671,0.016970282720911164,5.091084816273349,0.5333333333333334,120.0,0.5,true,1.0,1.0
181,20,0.7,8,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.13333333333333333,120.0,0.5,true,1.0,1.0
182,40,0.7,8,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.26666666666666666,120.0,0.5,true,1.0,1.0
183,60,0.7,8,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.39999999999999997,120.0,0.5,true,1.0,1.0
184,80,0.7,8,1.117261859845688,0.5698035485213009,0.018135144610811095,5.4405433832433285,0.5333333333333333,120.0,0.5,true,1.0,1.0
185,20,0.8,8,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.13333333333333333,120.0,0.5,true,1.0,1.0
186,40,0.8,8,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.26666666666666666,120.0,0.5,true,1.0,1.0
187,60,0.8,8,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.4,120.0,0.5,true,1.0,1.0
188,80,0.8,8,1.329807601338109,0.47873073648171915,0.02000288712796987,6.000866138390961,0.5333333333333333,120.0,0.5,true,1.0,1.0
189,20,0.9,8,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.13333333333333333,120.0,0.5,true,1.0,1.0
190,40,0.9,8,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.26666666666666666,120.0,0.5,true,1.0,1.0
191,60,0.9,8,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.39999999999999997,120.0,0.5,true,1.0,1.0
192,80,0.9,8,1.8304727206058025,0.34778981691510236,0.02554029182215649,7.662087546646947,0.5333333333333333,120.0,0.5,true,1.0,1.0
193,20,0.0,9,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.13333333333333336,120.0,0.5,true,1.0,1.0
194,40,0.0,9,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.2666666666666667,120.0,0.5,true,1.0,1.0
195,60,0.0,9,0.7978845608028653,0.7978845608028654,0.01671085516420667,5.0132565492620005,0.4,120.0,0.5,true,1.0,1.0
