time,total_energy,momentum_x,momentum_y
0.4600076642,3.015932872904377e+01,5.664865609379429e+00,-1.081424893448164e-01
0.4700003291,3.015933133936212e+01,5.675035681139426e+00,-2.510056601130484e-01
0.4800093413,3.015933411319324e+01,5.808810475206539e+00,-5.077730495860302e-01
0.4900093413,3.015933699464182e+01,5.841362780156611e+00,-5.397216682017210e-01
0.5000061039,3.015933989149013e+01,5.809084184685713e+00,-2.946753201750967e-01
0.5100061039,3.015934279847188e+01,5.834867540423606e+00,-3.258092591825789e-01
0.5200061039,3.015934570694122e+01,5.857868131198762e+00,-3.572120424086820e-01
0.5300061039,3.015934861040010e+01,5.878083463973414e+00,-3.889295046666823e-01
0.5400061039,3.015935150251077e+01,5.895493838412527e+00,-4.210001756989998e-01
0.5500046349,3.015935429391476e+01,5.567009419874066e+00,-7.946773589748373e-01
0.5600081410,3.015935659529467e+01,5.453661762539279e+00,-5.382599519509726e-01
0.5700074192,3.015935882926984e+01,6.307366462894345e+00,-3.342242415190769e-01
0.5800074192,3.015936097613934e+01,6.285159331393370e+00,-3.713954752166595e-01
0.5900074192,3.015936300388664e+01,6.258016594414938e+00,-4.077755132855919e-01
0.6000074192,3.015936490065040e+01,6.225773766440032e+00,-4.432056653788408e-01
0.6100065398,3.015936663031502e+01,6.015067566921975e+00,-1.087790489529918e-01
0.6200031058,3.015936790007220e+01,6.017829153533618e+00,-4.598148420217941e-01
0.6300031058,3.015936895296200e+01,5.956356183360099e+00,-4.825740582495877e-01
0.6400069749,3.015936971476972e+01,5.720544769502871e+00,-7.480817035511433e-01
0.6500069749,3.015937017949349e+01,5.639477521124920e+00,-7.701460315040969e-01
0.6600069749,3.015937036285557e+01,5.551042636530862e+00,-7.897420593603622e-01
0.6700069749,3.015937024562226e+01,5.455046107953101e+00,-8.065796905952318e-01
0.6800069749,3.015936980876831e+01,5.351320037944077e+00,-8.203754529383496e-01
0.6900069749,3.015936903350227e+01,5.239725274581582e+00,-8.308647202117653e-01
0.7000064054,3.015936789926580e+01,5.135950109547585e+00,-1.150514530416172e+00
0.7100049338,3.015936639111036e+01,4.995862425194376e+00,-9.535417125161125e-01
0.7200049338,3.015936448881871e+01,4.859596498599084e+00,-9.530334828418521e-01
0.7300049338,3.015936217211621e+01,4.715207459815504e+00,-9.487815914190236e-01
0.7400019843,3.015935940294165e+01,4.643517523342712e+00,-1.166412527667516e+00
0.7500046268,3.015934665360230e+01,1.348140821434021e+00,-6.526067631114074e-03
0.7600046268,3.015933858689067e+01,1.155868848206737e+00,-4.008696816933133e-02
0.7700046268,3.015933087949993e+01,9.675850865794855e-01,-8.359083938676248e-02
0.7800046268,3.015932365745568e+01,7.845843956737441e-01,-1.364287158580458e-01
0.7900046268,3.015931701745350e+01,6.079307355248319e-01,-1.977849051217495e-01
0.8000095956,3.015931280108159e+01,-6.731857154461748e-01,-1.221964541614159e+00
0.8100095956,3.015931082512584e+01,-7.966107917016585e-01,-1.306269767062242e+00
0.8200095956,3.015930921441086e+01,-9.129855333683148e-01,-1.390030335695416e+00
0.8300026338,3.015930791833499e+01,-1.057471497834712e+00,-1.287519199095378e+00
0.8400086248,3.015930158320881e+01,-1.732328126934646e+00,-1.024190587044262e+00
0.8500086248,3.015930088873263e+01,-1.820156668259617e+00,-1.084285021791537e+00
0.8600049518,3.015930025025116e+01,-1.453999523041581e+00,-1.610939589277397e+00
0.8700083748,3.015929915550967e+01,-1.449375850956879e+00,-1.890710039027504e+00
0.8800083748,3.015929814671265e+01,-1.486126315461942e+00,-1.957071656418648e+00
0.8900083748,3.015929717575467e+01,-1.511987520637402e+00,-2.022822702376804e+00
0.9000083748,3.015929619594840e+01,-1.527019762444805e+00,-2.087958821894279e+00
0.9100083748,3.015929516222007e+01,-1.531289546142454e+00,-2.152436247312955e+00
0.9200072119,3.015929399615652e+01,-1.417333314055183e+00,-2.490549440037985e+00
0.9300072119,3.015929265771742e+01,-1.395640035588764e+00,-2.557849985845919e+00
0.9400072214,3.015929126268487e+01,-1.471700151851182e+00,-2.660316751610730e+00
0.9500026704,3.015928985407414e+01,-1.530602343423284e+00,-2.979867130753075e+00
0.9600015282,3.015928820226288e+01,-1.472625814891407e+00,-2.924742261269990e+00
0.9700010852,3.015928592556525e+01,-1.159196343149045e+00,-3.367947082477624e+00
0.9800066695,3.015928327717482e+01,-1.305208009656119e+00,-3.013303046411359e+00
0.9900093439,3.015928010707755e+01,1.348757252428137e-01,-2.909731370884056e+00
1.0000062664,3.015927661381318e+01,1.301954771565877e-01,-3.331658230817658e+00
1.0100062664,3.015927328438607e+01,2.406955997822929e-01,-3.346269897719879e+00
1.0200062664,3.015927013103482e+01,3.499688575500913e-01,-3.358969402174917e+00
1.0300015687,3.015926714064060e+01,3.275391049136854e-01,-3.672875728712365e+00
1.0400015687,3.015926410187484e+01,4.253016065303649e-01,-3.690940998195577e+00
1.0500084826,3.015926063919003e+01,3.327298326405569e-01,-4.017963121335186e+00
1.0600072868,3.015925687145839e+01,-6.726693486764690e-03,-3.547298934186223e+00
1.0700072868,3.015925273984170e+01,5.993626609245650e-02,-3.577797876581004e+00
1.0800093346,3.015924550695518e+01,1.088647327102451e+00,-4.199636555410681e+00
1.0900093346,3.015923657425260e+01,1.187198749159390e+00,-4.224448157062579e+00
1.1000093346,3.015922678551334e+01,1.281261257473385e+00,-4.246121995589265e+00
1.1100093346,3.015921607470888e+01,1.369737951442693e+00,-4.263933009290925e+00
1.1200067816,3.015920423483395e+01,6.484659679989874e-01,-4.723561962572735e+00
1.1300025512,3.015918550431514e+01,6.273763269001555e-01,-4.556233045648534e+00
1.1400025512,3.015916501478621e+01,6.257506855301475e-01,-4.553386786826458e+00
1.1500025512,3.015914282783340e+01,6.074251582438079e-01,-4.537029142940679e+00
1.1600025512,3.015911906596380e+01,5.712095558221950e-01,-4.505330770601457e+00
1.1700025512,3.015909393419458e+01,5.164251068387169e-01,-4.456668741967648e+00
1.1800076201,3.015906783971947e+01,5.411330720430727e-01,-4.057761152482763e+00
1.1900076201,3.015904141567725e+01,4.395156177925468e-01,-3.980449639636722e+00
1.2000029256,3.015901469008636e+01,3.020226076867902e-01,-3.668200297975942e+00
1.2100003920,3.015896164326479e+01,-1.859156878453108e+00,-3.151118653095760e+00
1.2200003920,3.015894204088292e+01,-1.959895753641566e+00,-2.985375927718046e+00
1.2300003920,3.015892467377629e+01,-2.055604835365883e+00,-2.815352643632827e+00
1.2400003920,3.015890946878504e+01,-2.146184670128773e+00,-2.643392949143315e+00
1.2500003920,3.015889630446287e+01,-2.231643103836074e+00,-2.471462096693829e+00
1.2600043687,3.015888503088190e+01,-2.368093955538161e+00,-2.115363515678547e+00
1.2700063611,3.015887552205608e+01,-2.283353272808391e+00,-1.591847966783186e+00
1.2800063611,3.015886757160015e+01,-2.354983914051642e+00,-1.430514657196589e+00
1.2900063611,3.015886100841833e+01,-2.421621416387540e+00,-1.273152877770449e+00
1.3000001587,3.015885568400769e+01,-2.530734350926437e+00,-8.937894217604202e-01
1.3100001587,3.015885144770680e+01,-2.588176932577781e+00,-7.449339534295447e-01
1.3200051335,3.015884892161539e+01,-1.744596204263800e+00,5.238620348503724e-01
1.3300093460,3.015884783908768e+01,-1.898049869849081e+00,5.286941708922326e-01
1.3400093460,3.015884725252038e+01,-1.958346494423261e+00,6.542555042324476e-01
1.3500010932,3.015884709299085e+01,-2.055587138610208e+00,8.784989178646447e-01
1.3600010932,3.015884729951680e+01,-2.101318828488190e+00,9.973753350632379e-01
1.3700010932,3.015884782028211e+01,-2.140026246116572e+00,1.113024213184635e+00
1.3800079053,3.015884900642447e+01,-2.667207927678741e+00,2.264978932801125e+00
1.3900075203,3.015885069401383e+01,-2.747929794735072e+00,2.576666517045939e+00
1.4000023356,3.015885246414959e+01,-2.733869329637012e+00,2.489417420422352e+00
1.4100027250,3.015885469254116e+01,-3.134779565952525e+00,2.352361193893227e+00
1.4200027250,3.015885691943882e+01,-3.119003479333547e+00,2.450105529430199e+00
1.4300027250,3.015885910442811e+01,-3.101318771222820e+00,2.547011427353269e+00
1.4400027627,3.015886123958402e+01,-3.045923527734645e+00,2.441911350820003e+00
1.4500035855,3.015886331682538e+01,-2.963501401849376e+00,2.298160776601654e+00
1.4600035855,3.015886532111238e+01,-2.936852129315679e+00,2.388149010942069e+00
1.4700070153,3.015886734081490e+01,-2.986757965804571e+00,2.338677755947313e+00
1.4800070153,3.015886927486339e+01,-2.951821787692417e+00,2.429437374196016e+00
1.4900042555,3.015887110608704e+01,-2.849706218723548e+00,3.009035801532576e+00
1.5000042555,3.015887283415998e+01,-2.813372706740440e+00,3.095680052555704e+00
1.5100042555,3.015887445642811e+01,-2.776302932625260e+00,3.180354201600144e+00
1.5200057856,3.015887597178927e+01,-2.664281415246749e+00,3.566390503948297e+00
1.5300079954,3.015887737603710e+01,-2.589168193133462e+00,3.866225127905025e+00
1.5400021021,3.015887859099920e+01,-2.404469447962153e+00,3.605189975337950e+00
1.5500021021,3.015887965120569e+01,-2.363444168906272e+00,3.673840769462415e+00
1.5600021021,3.015888058304438e+01,-2.322382804616887e+00,3.739724400738829e+00
1.5700021021,3.015888138481107e+01,-2.281579009729938e+00,3.802699858578076e+00
1.5800094029,3.015888205957383e+01,-2.282505826562606e+00,3.737875253500512e+00
1.5900038938,3.015888260098888e+01,-2.261635172442704e+00,4.306414492897675e+00
1.6000096750,3.015888299766756e+01,-2.220971104121564e+00,4.438379143048715e+00
1.6100080166,3.015888324867845e+01,-2.163168873358849e+00,4.803830947724259e+00
1.6200065022,3.015888334989877e+01,-2.124066717735942e+00,5.085669095940848e+00
1.6300065022,3.015888328961385e+01,-2.087319612168313e+00,5.131583474712700e+00
1.6400074417,3.015888305600516e+01,-2.050457758157056e+00,5.160985927696476e+00
1.6500074417,3.015888263531764e+01,-2.017015922743830e+00,5.200459743169957e+00
1.6600024137,3.015888199715750e+01,-1.870388933806195e+00,5.485415373755591e+00
1.6700024137,3.015888111364967e+01,-1.836443388386601e+00,5.520772232699169e+00
1.6800024137,3.015887998619007e+01,-1.803166558437115e+00,5.552709815203920e+00
1.6900024137,3.015887859377812e+01,-1.770102396216544e+00,5.581173360539083e+00
1.7000024137,3.015887691398544e+01,-1.736685007317416e+00,5.606135886643105e+00
1.7100024137,3.015887492294424e+01,-1.702240190040610e+00,5.627612034798830e+00
1.7200090029,3.015887134574541e+01,-6.564893973113859e-01,4.958585669172191e+00
1.7300090029,3.015886541568283e+01,-5.859654337054662e-01,4.978246594291876e+00
1.7400090029,3.015885874641530e+01,-5.089917413493723e-01,4.999811895892910e+00
1.7500072804,3.015885135617872e+01,-3.813461005921038e-01,5.158253749148058e+00
1.7600020933,3.015884327841705e+01,-1.706217662890963e-01,5.605066872912488e+00
1.7700020933,3.015883452524308e+01,-6.506331887372863e-02,5.646837416239579e+00
1.7800020933,3.015882525206716e+01,4.743124518403574e-02,5.695225583841450e+00
1.7900020933,3.015881559204670e+01,1.662082036164110e-01,5.751245514007762e+00
1.8000022601,3.015880674559173e+01,-4.908339844544383e-01,5.530037260419314e+00
1.8100022601,3.015879805678289e+01,-3.358033413649819e-01,5.589268775770177e+00
1.8200013927,3.015878948702910e+01,-2.297337887578959e-01,5.841432715276854e+00
1.8300013927,3.015878117534203e+01,-7.103050329770388e-02,5.926811047451084e+00
1.8400009613,3.015877325971442e+01,4.602739339734141e-02,6.210682258213289e+00
1.8500013853,3.015876583922470e+01,2.268175084514903e-01,6.466855599659007e+00
1.8600013853,3.015875898265378e+01,3.825033056510496e-01,6.588388671463259e+00
1.8700013853,3.015875272221625e+01,5.360394554130470e-01,6.719678468798536e+00
1.8800013853,3.015874705659776e+01,6.871145749446876e-01,6.859846899231604e+00
1.8900013853,3.015874195410061e+01,8.357046372829724e-01,7.008021778621085e+00
1.9000084151,3.015873916278530e+01,2.062558780416177e+00,7.893834354447469e+00
1.9100053561,3.015873697960382e+01,2.881631243000133e+00,8.852777622047071e+00
1.9200053561,3.015873342829270e+01,3.023122697865785e+00,9.014885971927653e+00
1.9300032301,3.015872915696002e+01,3.169231831090740e+00,8.882086844110754e+00
1.9400010648,3.015872400115933e+01,3.316549110604691e+00,9.057410924471464e+00
1.9500010648,3.015871784795372e+01,3.486778730829312e+00,9.221074550105124e+00
1.9600097203,3.015871055851696e+01,3.679150543539942e+00,9.236354587880292e+00
1.9700097203,3.015870200695901e+01,3.872223577301136e+00,9.395527918922035e+00
1.9800058870,3.015869020357233e+01,4.506188739969257e+00,9.677630459227132e+00
1.9900054986,3.015867227512847e+01,4.748394989992354e+00,9.762729404167002e+00
2.0000023538,3.015865393651680e+01,5.183505888065802e+00,1.001335395802050e+01
2.0100023538,3.015863557515189e+01,5.433938919754326e+00,1.009254523125587e+01
2.0200007132,3.015861757341090e+01,5.790188564498379e+00,1.048510518745108e+01
2.0300007132,3.015860028018994e+01,6.029189422282238e+00,1.053490564153426e+01
2.0400007132,3.015858397952453e+01,6.259363219585643e+00,1.057293302908088e+01
2.0500007132,3.015856886624178e+01,6.478464003689757e+00,1.060076379694532e+01
2.0600007132,3.015855504021165e+01,6.684776917969912e+00,1.062010268725785e+01
2.0700007132,3.015854251791786e+01,6.877077069730203e+00,1.063264137727631e+01
2.0800007132,3.015853125043899e+01,7.054546524779492e+00,1.063995537359919e+01
2.0900007132,3.015852114293617e+01,7.216673735777038e+00,1.064344208726328e+01
2.1000007132,3.015851207218230e+01,7.363154833377703e+00,1.064429430374250e+01
2.1100007132,3.015850390035084e+01,7.493809061172752e+00,1.064349900955787e+01
2.1200044539,3.015849644437640e+01,7.137456366694742e+00,1.076488070398982e+01
2.1300074408,3.015848956185171e+01,7.271509103872054e+00,1.082805122004032e+01
2.1400043749,3.015848156347818e+01,6.628346976759242e+00,1.129628519108463e+01
2.1500090223,3.015847172529210e+01,6.676622120968892e+00,1.087795215324133e+01
2.1600077577,3.015845953056183e+01,5.962287469502961e+00,1.096555945929776e+01
2.1700021489,3.015844657339679e+01,5.561812715620984e+00,1.128320951653838e+01
2.1800021489,3.015843407142788e+01,5.497254126144920e+00,1.121479346568294e+01
2.1900055252,3.015842226549439e+01,5.400246309325707e+00,1.105205322830134e+01
2.2000055252,3.015841120404590e+01,5.324394849653270e+00,1.097066114822994e+01
2.2100026367,3.015839996306978e+01,4.805354082196396e+00,1.108368461623779e+01
2.2200026367,3.015838787181315e+01,4.687462602330385e+00,1.097651702631156e+01
2.2300026367,3.015837647862049e+01,4.567551205966129e+00,1.086145647299780e+01
2.2400048483,3.015836578492524e+01,4.454121254913116e+00,1.084275650815471e+01
2.2500049517,3.015835607734263e+01,4.607590759320733e+00,1.019615563436659e+01
2.2600098860,3.015834706167444e+01,4.451991249724514e+00,9.870517970044133e+00
2.2700098860,3.015833867890575e+01,4.331482084372279e+00,9.734424752740800e+00
2.2800098860,3.015833093412275e+01,4.215924668860970e+00,9.592834354148252e+00
2.2900098860,3.015832383094292e+01,4.106205554241104e+00,9.446379722921773e+00
2.3000098860,3.015831736935376e+01,4.003134900455793e+00,9.295717111480975e+00
2.3100079338,3.015831154596606e+01,3.886485997996109e+00,8.838055841424641e+00
2.3200039750,3.015830634552230e+01,4.312336752830623e+00,7.860509018361148e+00
2.3300089644,3.015830164388996e+01,4.233013622329324e+00,7.670846755930575e+00
2.3400089644,3.015829742499760e+01,4.167664742073189e+00,7.510391174506802e+00
2.3500089644,3.015829365136883e+01,4.113452754965117e+00,7.349333262182295e+00
2.3600089644,3.015829028066734e+01,4.070535933434465e+00,7.188286532393679e+00
2.3700089644,3.015828726572974e+01,4.038977855516770e+00,7.027822023037608e+00
2.3800089644,3.015828455626187e+01,4.018760016288978e+00,6.868462803087810e+00
2.3900010227,3.015828210287001e+01,3.989954161348739e+00,6.600947799913609e+00
2.4000010227,3.015827984938897e+01,3.991897680425213e+00,6.444984879378458e+00
2.4100097686,3.015827774741315e+01,3.979917978587702e+00,5.916188047659696e+00
2.4200097686,3.015827575207762e+01,4.003140433551043e+00,5.764732722972743e+00
2.4300015812,3.015827382535816e+01,4.012526719526358e+00,5.706791972981033e+00
2.4400081957,3.015827191648216e+01,4.107911100569797e+00,5.259580904393588e+00
2.4500081957,3.015827000189591e+01,4.158435784154793e+00,5.120010515781116e+00
2.4600022718,3.015826820744820e+01,4.043787335825168e+00,4.638079939709868e+00
2.4700022718,3.015826638034849e+01,4.118539893518006e+00,4.511284574965822e+00
2.4800004559,3.015826448601166e+01,4.060500110313956e+00,3.943529018221889e+00
2.4900013480,3.015826255695567e+01,4.112911522193983e+00,3.714417822856543e+00
2.5000072853,3.015826072991049e+01,5.766902507892437e+00,3.610916892774332e+00
2.5100029141,3.015825930668005e+01,5.505425734580434e+00,2.517692438538127e+00
2.5200062391,3.015825846128241e+01,5.615305839999668e+00,2.301056488177080e+00
2.5300035130,3.015825787174919e+01,5.692969482277234e+00,1.900153780854626e+00
2.5400049693,3.015825758989119e+01,5.619372204178848e+00,1.482501488393368e+00
2.5500062522,3.015825760657451e+01,5.710743461546143e+00,1.168787429946918e+00
2.5600098574,3.015825786849820e+01,5.744723352244591e+00,7.867654089912608e-01
2.5700079579,3.015825834289512e+01,5.712474349185057e+00,-3.696748014076943e-01
2.5800093872,3.015825949327662e+01,6.275469389060426e+00,-5.325348506151928e-01
2.5900067254,3.015826108764768e+01,6.309084919875203e+00,-6.898773001811093e-01
2.6000018328,3.015826275888276e+01,6.333479609211279e+00,-1.005495056400245e+00
2.6100018328,3.015826449408430e+01,6.370347484404055e+00,-1.105068526675876e+00
2.6200075982,3.015826627782813e+01,6.385319897290641e+00,-1.324468411966502e+00
2.6300013344,3.015826753728385e+01,6.276118840640973e+00,-1.652596033035785e+00
2.6400013344,3.015826861887984e+01,6.282449792253176e+00,-1.771113237392963e+00
2.6500045964,3.015826955413949e+01,6.244010400405507e+00,-2.040631045517470e+00
2.6600049585,3.015826815328690e+01,5.913731055978605e+00,-2.493969423288049e+00
2.6700069137,3.015826534291062e+01,5.914553600009603e+00,-2.920359117167580e+00
2.6800069137,3.015826166684120e+01,5.846978720608442e+00,-3.064387847972943e+00
2.6900069137,3.015825698315581e+01,5.766555650329811e+00,-3.209738716035081e+00
2.7000004445,3.015824526384819e+01,4.324001365583537e+00,-3.883020936476312e+00
2.7100027821,3.015822974910334e+01,4.157377041747923e+00,-4.070866201173979e+00
2.7200084960,3.015821326240941e+01,3.823584001693261e+00,-3.859776665997542e+00
2.7300057107,3.015819634764878e+01,3.658377976340534e+00,-4.166359902701554e+00
2.7400057107,3.015817943025711e+01,3.465626288918744e+00,-4.219901514286691e+00
2.7500010158,3.015816294931720e+01,2.974304281346374e+00,-4.680331250969882e+00
2.7600010158,3.015814725182188e+01,2.785773536478523e+00,-4.706820195811475e+00
2.7700073345,3.015813255852262e+01,2.778557516934939e+00,-5.448920178912054e+00
2.7800073345,3.015811908301331e+01,2.606421841616884e+00,-5.456047151052559e+00
2.7900017187,3.015810695945267e+01,2.442266827363979e+00,-5.400150552863968e+00
2.8000017187,3.015809617296464e+01,2.290568203189085e+00,-5.393793900255696e+00
2.8100098975,3.015808664848268e+01,2.012222646887830e+00,-5.642653014392553e+00
2.8200098975,3.015807826834857e+01,1.878645412592257e+00,-5.631945880330868e+00
2.8300044401,3.015807148449489e+01,6.616370621499906e-01,-4.715320649434235e+00
2.8400036967,3.015806643219166e+01,7.543127840300636e-01,-5.120937322097052e+00
2.8500036967,3.015806095957007e+01,6.517259734760310e-01,-5.124610787276302e+00
2.8600036967,3.015805504231091e+01,5.489051490511028e-01,-5.135079226835890e+00
2.8700075387,3.015804857998337e+01,4.367080632501534e-01,-5.278554595461093e+00
2.8800075387,3.015804149688405e+01,3.318056582059944e-01,-5.305319251453400e+00
2.8900075387,3.015803374353412e+01,2.261573387218127e-01,-5.341348826082029e+00
2.9000075387,3.015802530402089e+01,1.201710913025305e-01,-5.387462874333010e+00
2.9100090358,3.015801580262575e+01,1.042417038842835e+00,-5.903242136376533e+00
2.9200036169,3.015800504630559e+01,1.048492113073585e+00,-6.249029007613316e+00
2.9300073284,3.015799384301784e+01,9.343755783117094e-01,-6.413020524189151e+00
2.9400099897,3.015796399963074e+01,-2.310851262901259e+00,-7.965862809546934e+00
2.9500045460,3.015795956067901e+01,-2.385500761261726e+00,-8.101053836636586e+00
2.9600013807,3.015795416480990e+01,-2.940122799231966e+00,-8.109101203613474e+00
2.9700042204,3.015794957913802e+01,-2.223775540447558e+00,-8.792157482865957e+00
2.9800042204,3.015794326952578e+01,-2.169221564976185e+00,-8.896050238708781e+00
2.9900010985,3.015793659663342e+01,-2.139165260962571e+00,-9.168593640061832e+00
3.0000010985,3.015792951804146e+01,-2.066604598966803e+00,-9.259580593102960e+00
3.0100010985,3.015792200938492e+01,-1.984915849725772e+00,-9.343088950873311e+00
3.0200010985,3.015791405657987e+01,-1.894401818994814e+00,-9.418598940268851e+00
3.0300096454,3.015790573703277e+01,-1.964680386091632e+00,-9.814771714481445e+00
3.0400031997,3.015789713957227e+01,-1.952890202918753e+00,-1.013104166380375e+01
3.0500048281,3.015788820630884e+01,-1.925822896085860e+00,-1.049764737658661e+01
3.0600065064,3.015787895498010e+01,-1.819075166923044e+00,-1.078265786076858e+01
3.0700065064,3.015786951319723e+01,-1.688354340187468e+00,-1.080217640963765e+01
3.0800047966,3.015785980017920e+01,-1.280737710093752e+00,-1.121382907568199e+01
3.0900048533,3.015785000484085e+01,-1.213646359611563e+00,-1.135425653700538e+01
3.1000048533,3.015784039751465e+01,-1.075868869017226e+00,-1.135452218501035e+01
3.1100048533,3.015783113275937e+01,-9.400523871259538e-01,-1.134642082196422e+01
3.1200047379,3.015782232567048e+01,-8.446538915274202e-01,-1.110104370839432e+01
3.1300047379,3.015781405774809e+01,-7.143181334017266e-01,-1.108061628016044e+01
3.1400079832,3.015780638799122e+01,-6.035160815813176e-01,-1.115653108569161e+01
3.1500079832,3.015779934213043e+01,-4.824269361645066e-01,-1.112484901852478e+01
3.1600079832,3.015779291266988e+01,-3.670152631549388e-01,-1.108977178396204e+01
3.1700079832,3.015778706522201e+01,-2.572140303773789e-01,-1.105227018785695e+01
3.1800079832,3.015778174502305e+01,-1.527589652503603e-01,-1.101318700071552e+01
3.1900079832,3.015777688268865e+01,-5.323530587266312e-02,-1.097321161843566e+01
3.2000079832,3.015777239954849e+01,4.187469898982399e-02,-1.093286610798083e+01
3.2100032051,3.015776844976365e+01,2.575276552255614e-01,-1.078070971151428e+01
3.2200032051,3.015776596547926e+01,3.293834742596264e-01,-1.074406580184727e+01
3.2300095744,3.015776340636993e+01,3.973188932222138e-01,-1.083290973770284e+01
3.2400031311,3.015776072594825e+01,4.749415420366045e-01,-1.087808100243652e+01
3.2500098397,3.015775786997646e+01,5.447848369094230e-01,-1.095184894188283e+01
3.2600098397,3.015775480563909e+01,6.173705043604465e-01,-1.091594570411084e+01
3.2700098397,3.015775150314302e+01,6.899247775791757e-01,-1.087892628101074e+01
3.2800012021,3.015774795146644e+01,7.845958882760204e-01,-1.055846800896681e+01
3.2900012021,3.015774414269827e+01,8.575947354244362e-01,-1.051662605674792e+01
3.3000012021,3.015774008562931e+01,9.298593836225757e-01,-1.047154683040706e+01
3.3100018811,3.015773580429391e+01,9.852101384771133e-01,-1.056787365355287e+01
3.3200018811,3.015773133416280e+01,1.053859309884720e+00,-1.051473274323209e+01
3.3300000824,3.015772672328864e+01,1.119606737689273e+00,-1.033512430893780e+01
3.3400000824,3.015772202305489e+01,1.181340527515633e+00,-1.027168048140753e+01
3.3500000824,3.015771729346321e+01,1.238632098061924e+00,-1.020259681536709e+01
3.3600000824,3.015771259339575e+01,1.290667081928071e+00,-1.012771795955208e+01
3.3700000824,3.015770797867046e+01,1.336715374822911e+00,-1.004700213916749e+01
3.3800000824,3.015770349926792e+01,1.376172870508199e+00,-9.960506496265484e+00
3.3900000824,3.015769919753404e+01,1.408594020444140e+00,-9.868367385657377e+00
3.4000000824,3.015769510744416e+01,1.433713229369004e+00,-9.770778853727675e+00
