id,mass,radius,theta,theta_dot,x,y,vx,vy
1,1.0000000000,0.1000000000,3.2041738260,-0.4509574731,-1.9960848749,-0.0625403316,-0.0564060598,0.4500746957
2,1.0000000000,0.1000000000,1.4802718481,-0.2370527231,0.1808017855,0.9959054567,0.4721642009,-0.0214297778
3,1.0000000000,0.1000000000,4.5597535301,-0.3343808178,-0.3040869350,-0.9883738078,-0.6609864843,0.0508404190
4,1.0000000000,0.1000000000,0.5720511942,-0.1062972891,1.6815846294,0.5413578147,0.1150897363,-0.0893739438
5,1.0000000000,0.1000000000,4.9990120666,0.7908246875,0.5654293878,-0.9592040460,1.5171244798,0.2235777594
6,1.0000000000,0.1000000000,4.3720608112,0.0275702355,-0.6675929144,-0.9426451746,0.0519778990,-0.0092028469
7,1.0000000000,0.1000000000,4.7867334151,0.4330866719,0.1485519378,-0.9972377251,0.8637807350,0.0321679322
8,1.0000000000,0.1000000000,3.5848155080,-1.3669728230,-1.8067484520,-0.4288531309,-1.1724611499,1.2348880159
9,1.0000000000,0.1000000000,2.5324184590,-0.3652165206,-1.6402416307,0.5721903951,0.4179467704,0.2995216707
10,1.0000000000,0.1000000000,2.9179696862,-0.7627320910,-1.9502008150,0.2217638277,0.3382927760,0.7437403728
